133.92347,-22.87803
133.6,-47.1
133.571,-25.13541
132.1,-19.4
131.6,94.5
131.3,-42.9
130.7,-42.9
130,41.9
129.4,-24
129.13794,53.35801
128.30964,-23.71373
127.9,78.6
127.89318,79.93508
126,35.5
125.36783,-11.23061
124.98797,23.63995
124.6716,-35.14843
124.36271,-50.915
123.6,11.5
122.814,-27.46928
122.50083,40.0614
122.5,85.2
122.01631,-55.33596
121.81601,25.60938
121.55057,-53.71918
121.24466,87.40484
120.8,-92.62
120.6,-15.4
120.37471,-73.42829
119.82103,-32.55367
119.8,-30.3
119.7,-31.9
119.60171,-8.78618
118.9,28.9
118.8,80
118.7588,96.78569
118.655,26.81149
116.8,63.4
115.95613,67.35586
115.8,-93.7
115.7,30.6
115.5,-25.8
115.39702,-97.16263
114.94096,-24.52559
114.92192,-46.15142
114.7,-17.3
114.7,-87.1
114.4356,-10.82469
114.1,27
114.1,-20.6
113.9,-96.9
113.45394,67.91394
113.3,29.7
113.01396,-23.16399
112.85522,-78.40344
112.79218,-89.26996
112.5,3.3
112.4,2.06
112.3,55
112.12429,-111.29413
111.9,50.1
111.8,-55
111.7626,48.14729
111.6,38.5
111.4,90.6
110.88085,-84.20716
110.79173,-2.91895
110.66062,-71.6039
110.63869,-106.86046
110.5,54.87
110.37862,11.6536
110.08613,92.57459
109.91237,55.97965
109.08364,106.75645
108.97852,36.27234
108.1,-58.4
107.86248,47.05924
107.79335,-85.14343
107.77588,26.31274
107.3,120.7
107.2,28.7
107.10731,-85.2825
107,-42.3
106.79965,-44.75988
106.7,87.77
106.38335,81.54043
106.19024,-17.75057
105.9,-84
105.78956,69.36555
105.42193,96.4282
105.3,-12.8
105.2,35.99
104.80693,-44.65868
104.52961,-42.87124
104,10.3
104,59.7
103.8,53.4
103.8,-13.2
103.67633,-99.64788
103.5,-62
103.3,66.1
102.66871,-57.08487
102.43449,-18.70685
102.26679,94.77185
101.90216,-40.96243
101.6,-9.61
101.2,40.2
101.2,27.6
101,30.8
100.96789,-42.50652
100.7,25.5
100.608,-29.56303
100.5,40.5
100.35645,-61.58597
100.1,-3.13
100.06371,35.35527
100,-5.79
99.96627,42.33378
99.7,-50.6
99.64696,75.30428
99.48786,51.86873
99.22833,7.48575
98.84442,83.4256
98.7,69.4
98.53441,-118.43661
98.32857,-92.44708
98.1,49.3
98.01347,-44.81544
97.97075,-41.18474
97.9,30.7
97.70197,-81.58653
97.62431,-13.51419
97.40316,-64.08794
97.4,97.9
97.4,-104.14
97.2,-1.29
97.01743,4.44054
96.74884,-18.33638
96.6,-18.7
94.4,74.3
94.29707,-16.04741
93.6,-53.21
93.5,18.33
93.47977,112.01136
93.43318,-30.43026
91.6,39.2
91.6,7
91.5,-72.2
91.46274,48.0211
91.13022,-82.29505
91.1,-105.64
90.9,-85
90.9,-51.7
90.72043,81.60326
90.5,3.9
90.4,82.9
90.2,-0.5
90.1,-43.84
90.1,-52.9
90,-53.35
90,-78.2
89.7,82
89.6,120.08
89.4,23.2
89.4,79.1
89.38156,44.47941
89.28806,121.53394
89.23872,72.46565
89.1,-4.8
89,-2.4
88.94016,-82.3561
88.86383,-74.03019
88.55653,-73.57813
88.5,-12.7
88.40207,-60.51898
88.23595,-89.208
88.2,52.6
87.91209,-52.86914
87.8,34.8
87.5,-10.06
87.3,47.9
87.1,-53.7
86.9,-34.2
86.8,16
86.6,75.3
86.14208,50.64591
85.9,-8.3
85.50394,84.24238
85.2,86.3
84.9,2.31
84.50167,-59.62629
84.26189,119.38975
84.1,-67.2
84.03187,43.57403
83.71538,50.06632
83.53275,70.30604
83.4,47.3
83.26029,42.42549
82.98371,103.01732
82.8,-29.9
82.63953,-9.09932
82.02889,62.33202
82,-117.12
81.73936,-87.70386
81.5,31.5
81.5,-25.9
81.4,72.2
81.25198,53.01448
81.13133,-42.65733
80.75361,-19.20094
80.6,29.3
80.49985,72.96152
79.8,97.5
79.7,-80.5
79.4,-0.43
78.7,-79.84
78.654,74.61128
78.38599,59.51341
78.3,79.6
77.75171,-56.72744
77.7,36.55
77.2,37.2
77.19551,-76.37587
76.72117,2.66106
76.7,47
76.65754,-80.33195
76.5,-32.4
76.36531,-7.64457
76.23622,51.87377
76.19855,-17.90479
76.02901,75.75559
76,-27.8
75.80548,-70.31162
75.73869,-98.51061
75.65436,-20.62396
75.53408,-3.88372
75.37611,-23.17201
75.1623,-1.00227
75.07912,34.82849
74.82824,-58.80667
74.53855,-80.15062
74.45886,-46.54683
74,-8.97
73.82864,-73.06047
73.74438,26.46746
73.52471,-87.60318
73.50764,10.82253
73.50329,21.34868
73.26138,-41.56707
73.15127,-30.23561
73.04171,11.83885
72.99383,130.24474
72.53953,-9.09263
72.53895,-92.14809
72.12627,-67.32106
71.9,-10.1
71.85997,34.65581
71.8,43.8
71.63256,-48.70105
71.45253,-96.72944
71.27095,-129.37972
71.26361,61.64737
71.23263,-18.87789
70.9,-16.8
70.82926,32.22524
70.73817,-46.23648
70.6,57
70.57527,105.22654
70.07688,66.69002
69.94047,-51.60059
69.90621,-63.86119
69.54638,-35.91031
69.1,33.7
69.08345,29.41167
68.86448,-32.07038
68.74346,-91.73106
68.43111,-19.58452
68.4,112.95
68.4,-47.2
68.2,-74.6
68.18315,-34.47474
68.06879,-80.95193
68,-22.1
67.80526,-85.18874
67.8,-34.49
67.7,22.8
67.67692,-106.56963
67.6,-14.87
67.4,-13.13
66.93724,-96.26841
66.93094,-65.68294
66.84591,-3.95915
66.8,-15.4
66.67435,15.54899
66.2,10.6
66.1,-99.2
66.09901,6.16448
66,111.2
65.99396,30.45662
65.9,22.13
65.72389,-86.85949
65.7,38.8
65.6,-83.1
65.38717,-29.60622
65.11143,68.02023
65.04353,-13.42534
64.78006,-53.15114
64.21556,-12.40493
64.1,94
63.9,53
63.8,-68.6
63.59072,-23.85896
63.51087,-65.62736
63.5,74.97
63.4,-62.7
63.33199,8.63709
63.3,60.9
63.17132,-97.08545
63.03512,44.54971
62.99438,-0.04736
62.80551,-50.73902
62.65595,-121.77521
62.61451,-34.91791
62.4,120.05
62.27505,37.30091
62.26711,61.31115
62.2,70.9
62.19559,32.08488
62.10873,44.55093
61.9,43.7
61.8,-86.2
61.7,-36.77
61.44954,21.2639
61.3,58.1
61.1,-32.5
61.03589,-12.28127
60.67939,48.191
60.50454,59.72579
60.48758,-46.57279
60.4334,-63.41937
60.26209,14.33947
60.1,72.96
60,78.6
59.73335,68.8555
59.69929,22.05549
59.6,52.8
59.55974,105.06154
59.5,-23.96
59.5,15.6
59.4,94.6
59.25291,-20.2759
59.2,42.23
59.03524,49.30447
58.98954,-28.61239
58.88872,-4.96097
58.61705,-40.65047
58.6,-11.08
58.4,-38.7
58.4,26.2
58.33781,-11.80688
58.0328,45.0662
57.8,-77.9
57.58367,99.34008
57.4,117.3
57.4,-66.9
57.2,80.4
57.1,68.29
57.0734,-97.40799
56.77775,-57.85142
56.7237,-62.23272
56.5,13.1
56.37327,-71.72945
56.3,-57.5
56.2,98.63
56.082,-23.21765
55.70762,-26.01259
55.24126,-27.17799
55.23476,-54.50987
