-39.88944769,-7.380403706
-39.64723454,87.54846177
-39.598367,-86.4664329
-39.41283541,-99.174797
-39.15976,11.45432
-38.65757915,9.467966439
-38.52755271,-47.18350561
-38.31884741,-20.57688565
-38.27116223,-93.74564206
-37.99503701,-59.81421073
-37.88762678,-19.86475191
-37.59533135,-83.88276009
-37.3903484,79.401086
-36.87094794,-57.91555332
-36.284449,-11.9672806
-36.17056,96.40616
-35.96488,96.40736
-35.71851125,19.3274735
-35.67525964,-54.15610409
-35.57470884,69.37071634
-35.39141842,98.68212137
-34.6947083,-26.18709288
-34.68993449,-28.75027048
-34.66801425,-8.476180827
-34.5770075,-24.29938263
-34.16058299,-20.63297694
-34.06772357,-24.46910245
-33.75271333,-30.95385156
-33.39424,43.85888
-33.394,88.05512
-33.17817996,17.83744258
-33.1589858,77.48011167
-32.89096,83.1788
-32.63921919,-3.547536118
-32.47505016,62.6596015
-32.16195996,11.10503373
-32.02024,-57.61816
-31.81029725,18.59268503
-31.563605,-27.80796716
-30.82391949,-7.245101886
-30.52528,-58.75768
-30.39573342,-43.02207636
-30.06283562,50.5766405
-30.03535892,-16.18590629
-29.98255243,-14.38336706
-29.9540197,24.27206668
-29.77691081,85.96797905
-29.64138728,-63.57349668
-29.61366522,21.98633637
-29.32397402,-47.18097059
-29.20668683,-4.934638254
-29.11668713,4.4160014
-28.80186338,-75.73097326
-28.79616893,-92.11703876
-27.60695666,-57.05895963
-27.50298029,41.47921037
-27.41856532,41.20604745
-27.40312,23.27336
-27.29726869,44.64782472
-27.09343819,-22.56580668
-26.9073105,-82.34284878
-26.71499095,-69.93274883
-26.44399683,1.9328575
-26.40368149,82.76410995
-26.3718154,25.98353846
-26.1652,49.46144
-26.12441021,46.92976956
-25.99008378,82.94099045
-25.74532945,-42.72233951
-25.73500337,-44.65897423
-25.49624107,-59.39688693
-25.47816937,-44.28536049
-25.40452196,-92.00082429
-25.36349764,32.35260079
-25.26171332,83.95344481
-25.20026828,-93.71652223
-25.01434674,-57.86154881
-24.86957437,53.21793753
-24.41174514,53.8235699
-24.40523707,17.06938754
-24.40170365,87.55113469
-24.2351533,71.50992827
-24.21898679,35.17755405
-24.12415065,-31.1642844
-23.90152,49.58456
-23.88401152,-81.02821828
-23.82637557,-51.53591519
-23.78728,-45.36856
-23.75210139,-97.02113663
-23.69045303,-40.32932093
-23.53581573,-9.041845531
-23.44740918,14.05343846
-23.40904,50.05496
-23.2662723,-7.638335037
-23.0467448,-46.77243304
-22.97700977,83.0684823
-22.97588996,11.91921302
-22.85776,70.93448
-22.82054124,58.74933774
-22.65051611,59.70282471
-22.62568,7.64696
-22.56135803,-2.315856458
-22.49862689,60.01822291
-22.47458883,62.66020413
-22.38927408,-0.756485936
-22.30673687,-84.27942826
-22.21649804,-79.36786149
-22.01976,-57.6184
-21.91726526,-76.71487346
-21.88624,51.96944
-21.86635325,-54.54071326
-21.85483945,-83.6424231
-21.83249973,-61.21055121
-21.77512,-80.81488
-21.76205675,97.98613095
-21.75671873,-59.3612304
-21.73186739,-24.59962561
-21.72069167,-97.21380994
-21.7057053,61.33307481
-21.64719386,80.25042652
-21.6324575,55.43546063
-21.62988368,-57.89053619
-21.61465274,-52.9172212
-21.57145299,61.71578853
-21.562298,-31.06155671
-21.56068327,99.8106721
-21.54962096,-83.60241129
-21.54804639,83.22583331
-21.54513949,-57.56148328
-21.54116789,81.17040683
-21.53083714,-85.5999366
-21.49764648,-87.27489703
-21.4356261,-60.24366994
-21.43555545,64.47944814
-21.4056,96.39752
-21.37251548,97.5246838
-21.36853527,-31.12688555
-21.35427314,-49.94006488
-21.35308228,60.47014293
-21.34161617,-51.56810231
-21.32606112,32.16149903
-21.28911885,77.62832524
-21.28205502,-89.30738255
-21.27188128,89.46813349
-21.24011694,15.54785306
-21.23781947,-99.73450522
-21.23340602,-58.90743791
-21.21248115,-24.62173544
-21.19901662,66.41948393
-21.19000321,14.20014784
-21.15548599,61.5961186
-21.14507894,-84.00499161
-21.1316876,26.50043089
-21.12006786,-42.914264
-21.10355123,92.55444866
-21.08565066,-31.24679969
-21.08543559,-83.62699356
-21.06642972,-33.14789361
-21.05689086,31.83132635
-21.04762546,59.66023981
-21.04069043,-40.89807143
-21.03974277,26.93781759
-21.02156455,-91.35556462
-21.00221573,16.62433481
-20.9987131,21.3634838
-20.9976331,74.25949985
-20.99231792,54.45871532
-20.98102946,45.37478425
-20.97150093,54.9657849
-20.94235199,-66.00877743
-20.92628286,15.43876433
-20.92280199,31.9486167
-20.9181173,-69.00865263
-20.91134463,-64.57220104
-20.87267618,-44.09346193
-20.85238357,-56.63935317
-20.84505011,27.43940817
-20.84007513,85.94807415
-20.79956291,-13.94722533
-20.79716808,64.67618483
-20.77596393,-28.78420697
-20.77146095,31.95901779
-20.76992817,-92.16310526
-20.76952226,19.16686567
-20.76194601,45.44306437
-20.75047602,-24.90735556
-20.7245464,-70.29362439
-20.70588475,-75.43090069
-20.69822248,20.5369541
-20.6963653,61.33307481
-20.68988648,-19.99551589
-20.67916615,56.03885519
-20.66628697,61.51418251
-20.64642437,51.41128266
-20.63886479,54.30320357
-20.62821466,12.66772219
-20.62570557,26.93773753
-20.60349593,-97.36188466
-20.56131185,-76.07387062
-20.55846354,-25.3711398
-20.53042157,-30.74358474
-20.48389923,81.33953687
-20.47610268,-52.33059671
-20.47541068,-59.72332889
-20.47498676,-94.02835622
-20.45984992,-9.061405733
-20.45137829,-22.26705889
-20.44505983,-22.20486693
-20.4406692,40.77122429
-20.39760842,-10.73261786
-20.38535736,-14.12616542
-20.37475433,-44.57621278
-20.35158485,61.89708276
-20.34727497,76.06377359
-20.31871064,-40.98908759
-20.31666073,-34.50565938
-20.31042396,-25.90306507
-20.29549735,-67.09901417
-20.29435102,82.85411055
-20.28853418,77.12898535
-20.27847681,48.56596137
-20.20521529,69.14693677
-20.18030994,26.33679878
-20.14680995,29.78153646
-20.03329957,54.29642
-19.99959771,-1.477292256
-19.96907527,40.05865264
-19.96037946,30.33608075
-19.95076456,61.91046172
-19.86515362,29.94897862
-19.85328378,33.86886877
-19.75968009,-66.94239969
-19.6653043,-4.866111158
-19.54032782,-39.66778083
-19.40557084,-57.93028603
-19.35450833,-68.90543459
-19.34411213,-8.058723502
-19.22600428,-59.00897391
-19.22175993,77.20607353
-19.21541118,-78.20522888
-19.19161906,53.50091004
-19.16511414,-8.208780196
-19.12098743,44.72213679
-19.01369459,-61.14536013
-18.97308884,46.45648261
-18.94719927,-41.52895505
-18.78972153,95.88438801
-18.65235464,88.3108062
-18.62851025,-39.47527535
-18.62319103,-72.63790457
-18.55379203,-45.09012274
-18.54506458,63.31028587
-18.54207369,26.52554256
-18.49901193,-64.988951
-18.32513436,56.83393821
-18.28118627,-45.6701838
-18.25425435,-56.74231082
-18.20565735,-37.88757886
-18.16817949,-32.64992534
-18.15245504,58.99367532
-18.12464773,-53.36088011
-18.11201646,-46.52058397
-18.07033514,-2.319293866
-17.99453371,74.98653223
-17.98279935,-55.47366305
-17.97801368,-51.97408196
-17.95268458,-27.68717769
-17.92915876,-12.38899225
-17.90867524,65.4292317
-17.89691358,51.99884648
-17.88362053,62.98389249
-17.84780057,44.08253751
-17.8421553,-56.93700291
-17.83289805,74.39245354
-17.82434337,-58.77806237
-17.676729,64.93414558
-17.6489155,9.336706963
-17.62800198,14.48500372
-17.61746562,27.78880139
-17.59861,49.64667993
-17.50378251,-77.41034983
-17.4856,9.51056
-17.47112126,62.48490538
-17.45661418,-84.34440508
-17.29666719,57.66241586
-17.24652193,20.80602392
-17.22093405,-15.51747197
-17.12993737,-70.16728049
-17.11785274,-64.57484692
-17.09245627,28.13405322
-16.97359981,87.65927352
-16.89438524,-12.74910032
-16.82520245,-63.82022968
-16.82210217,-17.39955337
-16.81552454,92.34534465
-16.77190909,59.89286222
-16.5970722,30.93784554
-16.56753072,52.56711831
-16.55916139,-3.014420346
-16.53538711,73.12809315
-16.53531645,73.12756116
-16.51449809,52.79745136
-16.40592575,-3.070549941
-16.31763642,42.59950108
-16.21941754,6.976966234
-16.18464578,6.29675208
-16.18211234,-17.96194181
-16.1615218,-35.14918873
-16.13947781,20.74335091
-16.1346488,19.81116323
-16.03192254,-74.35938986
-16.01733758,32.26583782
-15.85293628,-46.03273299
-15.81317838,8.41561799
-15.71918864,28.73816444
-15.67364722,-4.864697482
-15.44071424,81.90885897
-15.40985442,-79.2217827
-15.3713297,-39.54218939
-15.24953202,1.155574335
-15.03764365,-33.81417013
-15.03389225,-89.00522179
-14.98160334,17.84854333
-14.91470428,-23.59403018
